Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,environmental","climatedebate,climate change,defeat climate,climate,floods",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural",latinos,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health insurance,medicare,medicare for all,health,private health insurance,private health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"military,foreign policy",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,economic","mortgages,shutdown","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
"economic,education,environmental,foreign policy,social programs,military","endless war,education,clean air,tax,child care","economic,education,environmental,foreign policy,social programs",0,correct label,correct label,correct label,correct label,0,0,0,0,0,0,correct label
"health,social programs,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"impeachment,million americans",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,jobs,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,education,social programs,environmental","colleges,consumers,environment","economic,environmental,social programs",0,correct label,0,correct label,0,0,0,0,0,0,0,correct label
safety,"gun,loophole,gun violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"education,social programs",public schools,education,0,0,correct label,0,0,0,0,0,0,0,0,0
economic,middle class,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,safety","addiction,shootings,health","health,safety",0,0,0,0,0,0,correct label,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"the nra,nra",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
safety,"gun,gun violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education,social programs","debt,student debt,crushing student,student,economy,college,jobs,student debt crisis","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,immigration","immigration reform,racism,immigration,anti immigrant,comprehensive immigration","immigration,social cultural",0,0,0,0,0,0,0,correct label,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,many americans,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,environment,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"education,environmental,governance,health,social programs,economic","living wage,affordable housing,education,health care,economic,clean environment,health,environment","economic,education,environmental,health,social programs",0,correct label,correct label,correct label,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs,economic","debt,student debt,college graduates,student,college,graduates,jobs,paying jobs","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
no topic,school,education,0,0,school,0,0,0,0,0,0,0,0,0
social programs,ubi,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"economic,social cultural",economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"economic,social programs","beneficiaries,savings,stock,recession,security trust,wages,social security","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,social cultural","color,transgender",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"safety,social cultural",black,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"health,environmental",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","black,black america",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"military,social cultural,immigration","cages,islamophobia,prejudice","immigration,social cultural",0,0,0,0,0,0,0,correct label,0,0,correct label,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,safety","detention,private prisons","immigration,safety",0,0,0,0,0,0,0,correct label,0,correct label,0,0
"health,social programs","medicare,medicare for all",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"immigration,social cultural","racist,immigration","immigration,social cultural",0,0,0,0,0,0,0,correct label,0,0,correct label,0
governance,prosecute,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"education,immigration,social programs","immigration makes,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,social cultural","racism,emmett","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
"environmental,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,governance","supreme court,2020 census,census","governance,immigration",0,0,0,0,0,correct label,0,correct label,0,0,0,0
"safety,economic",economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,education,social programs","debt,student debt,student,college,college debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","deficit,medicare,tax,large corporations,social security","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
environmental,"climate change,climate,environment",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"environmental,health,immigration,social programs,economic","climate change,healthcare,healthcare immigration,immigration,climate","environmental,health,immigration,social programs",0,0,0,correct label,0,0,correct label,correct label,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"drugs,incarcerated",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
economic,"middle class,economy,taxes",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social cultural,social programs","health care,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,governance","right to vote,expand voting rights,voting rights,color","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
"governance,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"cages,borders,asylum,asylum seekers,immigrants",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"environmental,economic","fossil fuel,climate change,fossil fuels,fuel,climate,fossil",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,economic","green new deal,new deal,economic,green new,creating jobs,jobs","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance,health,safety,health","jobs,million jobs",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,jobs,economic,0,jobs,0,0,0,0,0,0,0,0,0,0
"health,social cultural,social programs","guarantee health care,medicare,health care,medicare for all,reproductive health,health,guarantee health","health,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,0,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,testing,covid,testing,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,economic","workers,pensions,wealth,federal workers","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
"safety,social cultural","black,criminal justice,criminal justice system,criminal,color","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","extremist,pregnancy,abortion","health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"discrimination,lgbt",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"social cultural,military","transgender,troops","military,social cultural",0,0,0,0,0,0,0,0,correct label,0,correct label,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental,health,safety,governance","drilling,environmental protection,health,economy,environment,natural resources","economic,environmental,health",0,correct label,0,correct label,0,0,correct label,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"living wage,economic",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,health,immigration,governance","border crisis,border,drug prices","health,immigration",0,0,0,0,0,0,correct label,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,jobs,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"workers,wages,color","economic,social cultural",0,"workers,wages",0,0,0,0,0,0,0,0,color,0
environmental,"change watch,climate change,climate,defeat climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,social cultural,economic",domestic violence,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"education,social programs","student loan,debt,million americans,public college,student,college,loan debt,student loan debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
"social cultural,safety","massacre,anti semitism","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,safety",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","racism,supremacy,emmett","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
"economic,governance","mueller report,taxpayers,foreign","economic,foreign policy,governance",0,correct label,0,0,foreign,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","jobs,latinos,poverty level,jobs created","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"social cultural,governance","vra,discriminatory policies,voting rights act,voting rights,color","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
safety,"gun,gun violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"social cultural,safety","the nra,gun,nra,pass gun",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"fuel,anti semitism,racism","environmental,social cultural",0,0,0,fuel,0,0,0,0,0,0,"anti semitism,racism",0
social cultural,abortion,"health,social cultural",0,0,0,0,0,0,abortion,0,0,0,abortion,0
environmental,climatechange,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,wealth,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
foreign policy,prison,safety,0,0,0,0,0,0,0,0,0,prison,0,0
economic,"workers,savings,wages,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate,defeat climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"latino,school","education,social cultural",0,0,school,0,0,0,0,0,0,0,latino,0
"economic,social cultural","education,prosperity","economic,education",0,correct label,education,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","medicare,health care,health,medicare for all","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental,social programs,social cultural","racial,economic","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural","color,census","governance,immigration,social cultural",0,0,0,0,0,census,0,census,0,0,correct label,0
"social cultural,governance","mueller report,racism","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
"economic,environmental","climate change,climatechange,emissions,tax,natural gas,climate,carbon","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military,social programs,economic","health care,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
immigration,"immigration policy,immigration system,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,governance,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health insurance,health care system,medicare,health care,medicare for all,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental,health,immigration,education","fossil fuels,climate change,private sector,fossil fuel,education,fuel,health care,health,migration,jobs,climate,fossil","economic,education,environmental,health,immigration,social programs",0,correct label,correct label,correct label,0,0,correct label,correct label,0,0,0,health care
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"social programs,health","health care,health,healthcare","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
governance,rigged election,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social programs,health","many americans,health",health,0,0,0,0,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,stock,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,prosecute,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
safety,gun,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"safety,health",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"health care,health","health,social programs",0,0,0,0,0,0,"health care,health",0,0,0,0,health care
governance,"right to vote,ballot box",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,military,governance","send troops,endless war,troops","foreign policy,military",0,0,0,0,correct label,0,0,0,correct label,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,education",education,education,0,0,correct label,0,0,0,0,0,0,0,0,0
"health,covid",coronavirus,covid,correct label,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,safety","the nra,gun,nra",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,rigged election,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,troops,military,0,0,0,0,0,0,0,0,troops,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,covid","ventilators,testing",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
immigration,immigrants,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"health,military",health,health,0,0,0,0,0,0,correct label,0,0,0,0,0
social programs,"expand benefits,social security",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"immigration,military",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,middle class,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,safety","justice reform,criminal,criminal justice",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"economic,social cultural,social programs,safety","criminal,criminal justice,affordable housing","safety,social programs",0,0,0,0,0,0,0,0,0,correct label,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,color,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,covid","economy,national testing strategy,testing","covid,economic",correct label,economy,0,0,0,0,0,0,0,0,0,0
"health,safety",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"ceos,wall street ceos,middle class",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,foreign policy","militarily,ceasefire,refugees","foreign policy,immigration",0,0,0,0,correct label,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,foreign policy,social programs","iraq war,nafta,social security","foreign policy,social programs",0,0,0,0,correct label,0,0,0,0,0,0,correct label
health,"many americans,health care,health,debt","health,social programs",0,0,0,0,0,0,"health care,health",0,0,0,0,"health care,debt"
"economic,health,covid","economy,coronavirus pandemic,coronavirus,pandemic","covid,economic",correct label,correct label,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,taxes,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
foreign policy,"american leadership,foreign",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
governance,constitution,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,governance",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"fuel,fossil fuel,climate,fossil",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,middle class,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,health,economic","health,environment,economic","economic,environmental,health",0,correct label,0,correct label,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,teachers,education,0,0,teachers,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,citizenship,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural","racist,wealth,color","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
governance,"court nominees,supreme court,nominees",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"safety,education","student,police,environment,incarceration","education,environmental,safety,social programs",0,0,correct label,environment,0,0,0,0,0,correct label,0,student
education,"student loan,debt,student,college,loan debt,student loan debt","education,social programs",0,0,student,0,0,0,0,0,0,0,0,"college,student,student loan,loan debt,debt,student loan debt"
"economic,health,social cultural",equal pay,"economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,safety",detention,immigration,0,0,0,0,0,0,0,detention,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,systemic,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,safety,social cultural","hate crimes,racism","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,color,social cultural,0,0,0,0,0,0,0,0,0,0,color,0
safety,"justice reform,criminal,criminal justice",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health",testing,covid,correct label,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental,social cultural","racial,economic","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,economy,economic,0,economy,0,0,0,0,0,0,0,0,0,0
