text,label,economic,environment,foreign policy,governance,immigration,military,safety,social programs,social and cultural
starting year day kentucky require health care medicaid pay copay doctor visits copays services dental care prescription drugs disastrous poor income kentucky system people care income age socioeconomic status medicare single payer system,social programs,0,0,0,0,0,0,0,1,0
current administration didn rot washington worst government works people rich powerful,governance,0,0,0,1,0,0,0,0,0
truth divides country puts ego donald trump deserves unfollow unfollowtrump,no topic,0,0,0,0,0,0,0,0,0
friends criminal justice system treats rich guilty poor innocent thought heard paul manafort sentence week sentence 4 years prosecutor recommendation 19 24 years manafort attorneys asked judge people neighborhoods mine locked longer things presidents admitted end injustice,safety ,0,0,0,0,0,0,1,0,0
campaign driven contributions corporate pacs federal lobbyists super pac special interests corrupted system restore power people donate today join movement,governance,0,0,0,1,0,0,0,0,0
jerome election decide fate future leaders world defeat climate change make world,environment,0,1,0,0,0,0,0,0,0
time legalize marijuana federal level pardon jail violent marijuana related offenses essentially legal states,safety,0,0,0,0,0,0,1,0,0
grateful opportunity join nea today incredible educators country afternoon annual conference houston fight ensure country supports public schools fully invests students educators inside classrooms,economic,1,0,0,0,0,0,0,0,0
grateful toes fired grassroots supporters organizing event detroit today level playing field working families michigan country,economic,1,0,0,0,0,0,0,0,0
women leaders roundtable prince william county,no topic,0,0,0,0,0,0,0,0,0
hundreds people joined yesterday cold rain nashua nh political system broken optimistic america chances today remember,no topic,0,0,0,0,0,0,0,0,0
fundraising deadlines lot running chip momentum support means world,no topic,0,0,0,0,0,0,0,0,0
due flight cancellations ve cancel trip iowa today disappointed sincerely won make planned events sign updates juliancastro posted event bearing pizza pictured earlier week grand view university casey pizza,no topic,0,0,0,0,0,0,0,0,0
hiking flume gorge part incredible hampshire team spectacular unforgettable start beautiful morning,no topic,0,0,0,0,0,0,0,0,0
today private health insurance companies united states join major country earth guarantee health care people medicare,social programs,0,0,0,0,0,0,0,1,0
fact 7 10 americans support access safe legal abortion president trump republicans strip reproductive freedom stopthebans,social and cultural,0,0,0,0,0,0,0,0,1
future 100 clean energy cultural legislative scientific momentum combined innovation market incentives great watch local legislatures embrace clean energy future offact readyfor100,environment,0,1,0,0,0,0,0,0,0
doorknocking eric giddens iowa visiting paul kurt meyer tranquility house towing staffer car mud attending meet greet state house minority leader todd prichard auctioning born run cd potato soup supper weekend success quote day federal government aaron tom car rescue,no topic,0,0,0,0,0,0,0,0,0
president shutdown federal government causing disastrous consequences federal workers pay millions americans depend essential government services," economic,governance",1,0,0,1,0,0,0,0,0
live tonight talk corruption michael cohen testimony tonight 8pm,governance,0,0,0,1,0,0,0,0,0
medicaid work requirements don work punishing poor increasing costs wait times focus delivering high quality care," economic,social programs",1,0,0,0,0,0,0,1,0
commander chief,no topic,0,0,0,0,0,0,0,0,0
women made 51 elected offices fighting equal pay affordable daycare paid leave time change decision making table start prioritizing issues back seat long equalpayday," social and cultural,economic",1,0,0,0,0,0,0,0,1
glad speak hampshire democratic convention,no topic,0,0,0,0,0,0,0,0,0
sexual assault awareness prevention month past time congress reauthorize violence women act shameful republican controlled congress allowed act expire 12 21 18 congress pass reauthorization maintains current protections survivors saapm vawa," governance,safety",0,0,0,1,0,0,1,0,0
student loan debt isn young person issue americans 60 owe 86 billion education related debt increase 44 2008 doesn join movement wipe college debt,social programs,0,0,0,0,0,0,0,1,0
daughter janitor united states senator candidate president campaign fighting build opportunity kids grandkids chip 4 grow movement,no topic,0,0,0,0,0,0,0,0,0
weekend trip hampshire launch exploratory committee met hundreds voters substance interested generational change join www peteforamerica,no topic,0,0,0,0,0,0,0,0,0
ve incredible surge grassroots support stepped stage night climatemission chip today,environment,0,1,0,0,0,0,0,0,0
dignity underpaying workers exposing unchecked sexual harassment workplace mcdonald workers americans work day day provide life families stand," safety,economic",1,0,0,0,0,0,1,0,0
,no topic,0,0,0,0,0,0,0,0,0
parent buying child bulletproof backpack safe school generation finally addresses gun violence epidemic,safety,0,0,0,0,0,0,1,0,0
fifty years ago today life rev dr martin luther king jr tragically kill dreamer kill dream today day heirs dr king dream called continue fight social racial economic justice,social and cultural,0,0,0,0,0,0,0,0,1
facts aren partisan constitution isn partisan member congress choose country party impeachment inquiry,governance,0,0,0,1,0,0,0,0,0
great time breakfast club hip hop formatted program reaches millions americans enjoyed frank conversation issues specific african americans,social and cultural,0,0,0,0,0,0,0,0,1
tonight join austin 6 00 meet greet scholz garten 1607 san jacinto blvd forward details,no topic,0,0,0,0,0,0,0,0,0
3 targets 1 goal clean energy making washington model united states,environment,0,1,0,0,0,0,0,0,0
critical move ban called conversion therapy puerto rico governor ricardo rossello protect lgbtq youth horrible practice conversion therapy banned 15 states ve sponsored bill ban nationwide,social and cultural,0,0,0,0,0,0,0,0,1
join sending troops middle east disastrous war iran prevent trump future presidents waging war illegally congress approval sign presidential wars act,foreign policy,0,0,1,0,0,0,0,0,0
speaking los angeles april 1 join,no topic,0,0,0,0,0,0,0,0,0
imagine politics put shoes create jobs realize jobs wiped large numbers realize increasingly disastrous country decided run president,economic,1,0,0,0,0,0,0,0,0
bravery means standing powerful summoning courage confront head stood greed voted bank bailout stood corruption making insider trading illegal members congress stood indifference lies pentagon congress colleges behalf survivors sexual assault stood bigotry demanded repeal don don proud stood donald trump senate toe toe thing powerful institutions president party," governance, military, safety, social and cultural,economic",1,0,0,1,0,1,1,0,1
ll live 4 30 today talk vision america role world tune,no topic,0,0,0,0,0,0,0,0,0
join immigration town hall happening nashua,immigration,0,0,0,0,1,0,0,0,0
traveling country hear folks democratic party washoe county north tahoe democrats onenationonedestiny,no topic,0,0,0,0,0,0,0,0,0
president feels convenient profitable deserve,no topic,0,0,0,0,0,0,0,0,0
speak truth foreign powers infecting white house malware,no topic,0,0,0,0,0,0,0,0,0
forcing 55 000 american children homes streets parents immigration status cruel inhumane comprehensive values based immigration reform administration leadership,immigration,0,0,0,0,1,0,0,0,0
