text,Gold Label
"El derecho de la mujer sobre su propio cuerpo estнз siendo atacado en todo el paн_s. Como presidente, voy a defender los derechos de las mujeres para tomar sus propias decisiones con respecto a su salud.",no topic
"Recibir atenciн_n mн©dica en Estados Unidos es demasiado caro, complicado y frustrante. 

Es hora de dejar atrнзs el pasado y arreglar nuestro obsoleto sistema de salud pн_blica.",no topic
"Es hora de asegurar que todos los niн±os tengan acceso a una educaciн_n que los empodere para vivir la vida que quieran дус sin importar su raza, origen o cн_digo postal.",no topic
"Joe Biden beat the NRA twice. He got assault weapons banned for ten years and helped set up the first system of background checks on gun sales. If you want to stop the NRA once and for all, caucus for Joe Biden -- the only candidate whoду»s beaten the NRA before.",safety
"12 years ago, Edith Childs popularized the Obama campaign's famous slogan: ""Fired up! Ready to Go!"" Now, I'm honored to announce that she has endorsed me for president. She knows it'll take a fired-up outsider to beat Donald Trump.",no topic
"All too often, the disability community is left out of the discussion around health care. Yet, health care costs are often devastating for people with disabilities and their families. We need to make affordable, quality health care a right for everyone.","social programs, social cultural, health"
Don't sit this one out: We need everyone to show up to caucus. Make a plan right now to get to your caucus on February 22.,no topic
"All of the Democratic candidates vying for your support want to put an end to Trumpду»s cruel attacks on health care and bring the peace of mind of health coverage to every American. But I am the only one running who has actually gotten big, bold health reform done.
 
Nevadans need a president who understands that the worst thing you could do for people struggling with a health crisis is destroy the Affordable Care Act. I believe the best way forward is to build on Obamacare with a Medicare-like public option for every single American who wants it.","social programs, health"
"Nevadans, I'm counting on you to come out and caucus this Saturday, February 22!",no topic
"Come join us for a poll party on Tuesday, February 18! Drop by from 5pm-7pm to vote early and enjoy free tacos.

Ven y acompнзн±anos a festejar en las casillas el martes, 18 de febrero! Llega de las 5pm - 7pm para que votes temprano y disfrutes de unos deliciosos tacos gratis.",no topic
"We're in our final push before the Nevada Caucuses and we canду»t afford to fall behindдуоnot in a race this tight. That's why we've set a goal to raise $50,000 from your state by midnight tonight. Can you chip in to get us there?",no topic
